review,rating,date,bank,source,sentiment_label,sentiment_score,clean_review,theme
very comfortable app keep it,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999691367149353,very comfortable app keep it,Other
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999531626701355,it has clear detail information about the application so it helps customer how to use the app and it is very easy to use and also app is secure,"Customer Support, Security & Privacy Concerns"
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen,Google Play,NEGATIVE,0.9068740606307985,i have been using the dashen supper app mobile banking app and overall i appreciate its featureshoweverive noticed that when i turn on the developer options on my device the app stops functioning properly it would be great if you could look into this issue as i often need to access developer settings for other applications thank you for your attention to this matter,"Account Access Issues, Feature Requests & Suggestions"
easiness to use with fast response time,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.964725911617279,easiness to use with fast response time,Customer Support
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9992745518684388,the new mobile banking application is a major upgrade its incredibly userfriendly with a clean and modern design that makes navigation simple and intuitive i really appreciate how fast it loads and how smooth the overall experience is all essential services like balance checks transfers and bill payments are eas y to find and use the added security features give me peace of mind and the app runs reliably without crashes or glitches its clear a lot of thought went into the user experi,"Performance Issues, User Interface & Experience, Feature Requests & Suggestions, Financial Transactions, Security & Privacy Concerns"
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9990044236183168,as an internal customer dashen bank superapp has greatly simplified my online banking experience its easy to use allowing me to quickly check balances transfer money and pay bills the apps advanced security features are highly secure ensuring my data is well protected the three click chat banking and ips features have also given me a smarter experience in deed dashen bank is always steping ahead,"User Interface & Experience, Feature Requests & Suggestions, Connectivity Issues, Financial Transactions, Security & Privacy Concerns"
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998193383216858,a truly impressive app userfriendly and a gamechanger in ethiopian banking the dashen super app stands out as one of the most innovative and convenient digital banking solutions in ethiopias financial history smooth navigation seamless features and a wide range of services all in one place well done,"Performance Issues, User Interface & Experience, Feature Requests & Suggestions"
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9974090456962584,dashen bank super up has very fast and convenience and also it has contain more things on one app i am very interesting to use dashen bank super up,Other
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998351335525512,the dashen bank super app has truly elevated my mobile banking experience its fast userfriendly and packed with all the essential features the interface is clean and intuitive making navigation easy even for firsttime users i also appreciate the added security features that give me peace of mind while banking on the go dashen bank has done an amazing job with this appits reliable efficient and always improving highly recommended for anyone looking for seamless digital banking,"User Interface & Experience, Feature Requests & Suggestions, Security & Privacy Concerns"
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998842477798462,a fantastic product keep the good work,Other
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998030066490172,i am very impressed with the dashen super app it is userfriendly and operates efficiently the budget and chatbot features are impressive and all items can be purchased with just three clicks,"User Interface & Experience, Feature Requests & Suggestions"
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999062716960907,the dashen super app offers a quick and userfriendly experience bringing together a variety of services like budgeting payments airtime recharges and more all in one convenient platform its sleek design and intuitive navigation ensure effortless transactions its evident that dashen bank has carefully crafted the app to make everyday financial activities easier a great choice for anyone aiming to streamline their digital routines,"User Interface & Experience, Financial Transactions"
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9988586902618408,dashen supper app is the most useful app for our customers,Other
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998717308044434,it is the most amazing mobile app,Other
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999788463115692,a good and fast supper app thanks for dashen bank,Other
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9993189573287964,dear users of the dashen bank super appi have been using the dashen bank super app for a while now and i must sayits truly a gamechanger the app is incredibly fast and reliable ive never encountered any delays with my transactions one feature i absolutely love is chat banking it makes everyday tasks like checking my balance or transferring money as simple as sending a quick message also the budgeting tool has been a huge help in tracking my spending and giving me a clearer,"Performance Issues, User Interface & Experience, Customer Support, Feature Requests & Suggestions, Financial Transactions"
Too best,1,2025-04-21,Dashen,Google Play,POSITIVE,0.8775476813316345,too best,Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985912442207336,dashen bank super upuse the app and makes your easyfastconvinent,Other
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,POSITIVE,0.987091064453125,to join digital world use supper app and make your life easy,Other
best mobile banking application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996380805969238,best mobile banking application,Other
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998156428337096,this banking superapp is incredibly well designed the design and appearance of the app and the overall experience i have when using the app is fantastic the app is packed with features from banking to ecommerce all in one placeit even has a budget setting option which is super useful for managing my money everything runs smoothly and i love how convenient it has made my daily life huge kudos to dashen bank you are truly living up to the motto always one step ahead keep it up,"User Interface & Experience, Feature Requests & Suggestions, Financial Transactions"
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9981945157051086,i was really amazed by the idea of an ecommerce service on a banking app this is what it means to be one step ahead please include all kinds of products in there as soon as possible,Other
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.883536159992218,this is what we expect to get service dashen bank always like his slogan,Other
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997934699058532,dashen supapp is the most contemporary application offering a great experience by enabling users to perform multiple tasks through a single platformsuch as chatting with friends transferring money paying bills and more it is the first app of its kind in the ethiopian banking industry making it a remarkable opportunity for entrepreneurs working in appbased sales and software marketing good job dashen bank,Financial Transactions
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999823272228241,dashen super app gives me an amazing convenience and makes life easy,Other
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998179078102112,excellent mobile banking app,Other
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985873699188232,wow like his name super app,Other
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9926958084106444,dashen supper app is the most special,Other
convenient and fast,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996170997619628,convenient and fast,Other
Best- in-class app.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999584972858429,best inclass app,Other
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997171759605408,i really like this amazing application and dashen supper app that has made my life easier,Other
Superb,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998656511306764,superb,Other
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998817443847656,amazing features faster and easy to use,Feature Requests & Suggestions
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999481737613678,the dashen super app offers a modern userfriendly experience that leverages the latest technological advancements to deliver a seamless ecommerce platform,User Interface & Experience
Best App!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997498393058776,best app,Other
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999868392944336,i love it one of the best mobile banking app in the banking industry,Other
I love this app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998608827590942,i love this app,Other
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,NEGATIVE,0.9980541467666626,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is samsung a,Other
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,NEGATIVE,0.9923464059829712,waw no idea the best app,Other
fast best app,5,2025-04-18,Dashen,Google Play,POSITIVE,0.999737560749054,fast best app,Other
Nice App,5,2025-04-18,Dashen,Google Play,POSITIVE,0.9998061060905457,nice app,Other
nice app ever,5,2025-04-17,Dashen,Google Play,POSITIVE,0.9998384714126588,nice app ever,Other
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,NEGATIVE,0.9997677206993104,very disappointing app closes frequently and unstable in function,Other
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,NEGATIVE,0.9992289543151855,featurerich absolutely but the speed painfully slow seriously is it communicating with a server on mars or something,"Performance Issues, Feature Requests & Suggestions"
nic app,5,2025-04-16,Dashen,Google Play,POSITIVE,0.9797857403755188,nic app,Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,POSITIVE,0.99978905916214,the dashen super app delivers a remarkably fast highly secure and exceptionally userfriendly experience establishing it as a leading application in its categorykeep it up and stay ahead dashen bank,"User Interface & Experience, Security & Privacy Concerns"
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,POSITIVE,0.9998642206192015,so far so good their in person customer service is amazing,Customer Support
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,NEGATIVE,0.9958034157752992,the app is very backward and doesnt always work if it works three hours out of hours its great,Other
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,NEGATIVE,0.7850591540336609,,Other
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,NEGATIVE,0.9996840953826904,its bad for the connection and too many days are it that not working,Connectivity Issues
it's samart,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9992457628250122,its samart,Other
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,NEGATIVE,0.999715268611908,the app is not working properly i have been using it,Other
it is very good app,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9998699426651,it is very good app,Other
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,NEGATIVE,0.9996039271354676,i had a disappointing experience with dashen banks super up service the app is very slow and takes forever to load during transactions which is incredibly frustrating additionally it doesnt generate receipts for any transactions making it difficult to keep track of my expenses i also reached out to customer support but the response time was longer than expected overall i was hoping for a better experience but i find the service lacking and in need of improvement,"Performance Issues, Customer Support, Feature Requests & Suggestions, Financial Transactions"
slow cumbersome,3,2025-04-08,Dashen,Google Play,NEGATIVE,0.9997989535331726,slow cumbersome,Performance Issues
Is really 💀,2,2025-04-08,Dashen,Google Play,POSITIVE,0.9858712553977966,is really,Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9997294545173644,its slow to send otp its not reliable it crushed many times it needs improvement in many ways,"Performance Issues, Account Access Issues, Feature Requests & Suggestions, Financial Transactions"
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9996976852416992,this is the worst mobile banking experience ive ever had it doesnt work when you need it and it randomly updates itself without warning you cant make transactions whenever you want its a nightmare for anyone who relies on this as their main banking option especially those with a lot of money in their account im lucky im not one of them but still its infuriating not being able to access your money when you need itl,"Account Access Issues, Feature Requests & Suggestions, Financial Transactions"
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,NEGATIVE,0.9981010556221008,i have experienced on using the app of banks in ethiopia this dashen sup is like old version of the applications for using i gave star for its very low speed while login and processing,Account Access Issues
proud by dashen bank,5,2025-04-06,Dashen,Google Play,POSITIVE,0.9998666048049928,proud by dashen bank,Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,NEGATIVE,0.9994447827339172,this app is not working unless you turn off developer mode on your phone so it takes your rights to just use it,Other
real super up,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998282194137572,real super up,Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,NEGATIVE,0.99936181306839,its very disappointing fix it as soon as possible not expected from dashin bank fix it,Other
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.999297022819519,why dashen bank workers hidden my atm card its a big problem to me,Other
tanku,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.91596519947052,tanku,Other
goood,5,2025-04-02,Dashen,Google Play,NEGATIVE,0.9943867921829224,goood,Other
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,NEGATIVE,0.9958769083023072,why does it ask me for both pin and opt even the opt is touch let alone both,Other
it is best app easy to use,5,2025-04-01,Dashen,Google Play,POSITIVE,0.9864110350608826,it is best app easy to use,Other
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,POSITIVE,0.9997655749320984,it is very easy to use and powerful application,Other
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-03-31,Dashen,Google Play,NEGATIVE,0.997230589389801,this apps have a good feature but but some features like developer mode turn off irritate user,Feature Requests & Suggestions
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.9897825717926024,this is not only a mobile banking app it is beyond that we will access our account easily we are able to get many information easily here ie exchage rate we are able to chat with others we are able to budget we are able to transfer to other bank and within dashen we are able to access many accounts in a single app we are able to pay bills in qr scan we are able to make payments and order delivery items here in a single app always one step ahead,"Account Access Issues, Financial Transactions"
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,POSITIVE,0.999818742275238,wallahi very fantastic bank,Other
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.99986732006073,waw its amazing app thank you dashen bank,Other
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,POSITIVE,0.9992021918296814,ive been using the dashen bank super app for a while now and its been a gamechanger the app is super fast and reliableive never had an issue with transactions being delayed one of my favorite features is the chat banking which makes it so easy to do things like check my balance or transfer money just by typing a quick message the budgeting tool is also really useful it helps me keep track of my spending and gives me a clear picture of where,"Performance Issues, User Interface & Experience, Customer Support, Feature Requests & Suggestions, Financial Transactions"
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9998027682304382,very good app that like it too bc it is very fast and easy to use,Other
best experiences,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9992781281471252,best experiences,Other
too slow to use.,1,2025-03-26,Dashen,Google Play,NEGATIVE,0.9997276663780212,too slow to use,Performance Issues
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,NEGATIVE,0.9997721314430236,the worst app in the market only good ui,User Interface & Experience
nic,5,2025-03-22,Dashen,Google Play,POSITIVE,0.9977141618728638,nic,Other
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,NEGATIVE,0.9200406670570374,,Other
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,POSITIVE,0.9994550347328186,thanks for all digital transaction,Financial Transactions
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9997400641441344,this app is not supporting smart phones that have old android version and so it is none inclusive at the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks you will be tied up to make transactions ohh tired,"Account Access Issues, Customer Support, Connectivity Issues, Financial Transactions"
it's Be Come Busy &not working good,1,2025-03-19,Dashen,Google Play,NEGATIVE,0.999382257461548,its be come busy not working good,Other
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9980534315109252,i wanted to share some concerns about your supper app it appears to be experiencing reliability issues and isnt performing as expected i hope this can be addressed soon to improve the user experience one star for now,Feature Requests & Suggestions
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,POSITIVE,0.9997392296791076,best ever digital banking sector essay for understanding smart and convince for using,Other
good and latest,5,2025-03-18,Dashen,Google Play,POSITIVE,0.9998561143875122,good and latest,Other
The best App of all,5,2025-03-17,Dashen,Google Play,POSITIVE,0.9998633861541748,the best app of all,Other
Worst app ever,1,2025-03-15,Dashen,Google Play,NEGATIVE,0.9997803568840028,worst app ever,Other
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,NEGATIVE,0.9997894167900084,this app is the most unreliable mobile banking application i have ever used for transaction it is very late nonresponsive and full of bugs its is very disappointing it is just inconvinient and not user friendly and compatabke at all,"User Interface & Experience, Financial Transactions"
Naiycapp,5,2025-03-13,Dashen,Google Play,POSITIVE,0.8075171709060669,naiycapp,Other
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,NEGATIVE,0.9952346682548524,the app is good but it has no ussd option,Feature Requests & Suggestions
Hey great,5,2025-03-12,Dashen,Google Play,POSITIVE,0.999745786190033,hey great,Other
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,POSITIVE,0.9984980821609496,i have used many mobile banking and also tellebir and mpesa nothing come close to this app well done dashen indeed one step a head a lot of cool features that amole hasnt the receipt and the account statement is superb for me i hope you add more integrated small apps to,"Feature Requests & Suggestions, Financial Transactions"
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,NEGATIVE,0.9951795339584352,the app is good but it ask update every week so tiring,Feature Requests & Suggestions
It good and easy to use,5,2025-03-11,Dashen,Google Play,POSITIVE,0.9998750686645508,it good and easy to use,Other
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,NEGATIVE,0.9200406670570374,,Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,POSITIVE,0.9655697345733644,greately improved since it was released i really like the budget and expense tegistration feature for atm or pos withdrawals it is not possible to account these expenses even if it is visible on the transactions window if that can be worked on it will be improve so much,"Feature Requests & Suggestions, Financial Transactions"
Wow Excellent app,5,2025-03-08,Dashen,Google Play,POSITIVE,0.9998443126678468,wow excellent app,Other
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,NEGATIVE,0.9983522891998292,nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time,Financial Transactions
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,NEGATIVE,0.995681881904602,add the option to send money to any telebirr account like amole does,"Feature Requests & Suggestions, Financial Transactions"
It's best,5,2025-03-08,Dashen,Google Play,POSITIVE,0.999842643737793,its best,Other
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,NEGATIVE,0.9842472076416016,no one dashen yichlal,Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,POSITIVE,0.9998522996902466,in short im so proud of this app developers for their highest professional of developing thanks,Other
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,NEGATIVE,0.9997935891151428,the speed is too slow need some improvements,"Performance Issues, Feature Requests & Suggestions"
Fantastic app,5,2025-03-01,Dashen,Google Play,POSITIVE,0.999858856201172,fantastic app,Other
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,POSITIVE,0.9998013377189636,i wish dark mode feature is add as an option but its good app,Feature Requests & Suggestions
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9995073080062866,super up is the ultimate digital banking app living up to its name with speed efficiency and innovation designed for a seamless experience it offers lightningfast transactions toptier security and effortless financial management with super up banking has never been this smooth smart and super,"User Interface & Experience, Financial Transactions, Security & Privacy Concerns"
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9977291226387024,the dashen super app is a gamechanger in digital banking offering a seamless and convenient experience with its userfriendly interface fast transactions and a wide range of financial services it simplifies banking for customers features like bill payments fund transfers mobile topups and loan applications make it an allinone solution plus its security measures ensure safe and reliable experiance effortless banking,"Performance Issues, User Interface & Experience, Feature Requests & Suggestions, Financial Transactions, Security & Privacy Concerns"
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,NEGATIVE,0.6970566511154175,,Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,NEGATIVE,0.9960646033287048,it has good feature but it is very slow difficult to pay or receive the speed should be improved else i didnt recommend,"Performance Issues, Feature Requests & Suggestions, Financial Transactions"
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,NEGATIVE,0.9528433680534364,,Other
No good,1,2025-02-22,Dashen,Google Play,NEGATIVE,0.9996987581253052,no good,Other
Wow amazing app,5,2025-02-21,Dashen,Google Play,POSITIVE,0.9998513460159302,wow amazing app,Other
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play,POSITIVE,0.922895610332489,best platform please avoid otp,Account Access Issues
Super smart app.,5,2025-02-18,Dashen,Google Play,POSITIVE,0.9997984766960144,super smart app,Other
best 👍👍,5,2025-02-16,Dashen,Google Play,POSITIVE,0.9997019171714784,best,Other
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,NEGATIVE,0.9973721504211426,i dont know what happens but the application is not send verification pass code you should fix that,"Account Access Issues, Financial Transactions"
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,NEGATIVE,0.9974337220191956,this app doesnt work on my phone my phone is samsung galaxy s android version all other financial apps work like telebirr cbe mpesa,Other
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,POSITIVE,0.9937819838523864,dashen super app is secure very easy to use and has more services uniquely like budgeting chat ips,Security & Privacy Concerns
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,POSITIVE,0.9998486042022704,amazing and user friendly supper app and looking forward the additional features,"User Interface & Experience, Feature Requests & Suggestions"
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,POSITIVE,0.9998574256896972,its amazing app i have seen ever,Other
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,NEGATIVE,0.9903808236122132,one star deducted for not to able to transfer to telebirr,Financial Transactions
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,NEGATIVE,0.904695212841034,,Other
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,NEGATIVE,0.9328107237815856,,Other
